timestamp,status,question_id,phase,order_no,line_no,generator,success,question,drug_name,error,resolved_drug_name,routed_doc_type,routed_sections,hit_count,retrieval_seconds,generation_seconds,total_seconds,estimated_context_chars,estimated_context_tokens,estimated_prompt_chars,estimated_prompt_tokens,estimated_answer_chars,estimated_answer_tokens,command
2026-03-29T17:00:27,queued,74edf248e51c8442,non_ollama,1,17,none,,Các cảnh báo chính và chống chỉ định là gì?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""C\u00e1c c\u1ea3nh b\u00e1o ch\u00ednh v\u00e0 ch\u1ed1ng ch\u1ec9 \u0111\u1ecbnh l\u00e0 g\u00ec?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,f81cc3218b67919a,non_ollama,2,26,none,,Các chống chỉ định là gì?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""C\u00e1c ch\u1ed1ng ch\u1ec9 \u0111\u1ecbnh l\u00e0 g\u00ec?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,4333300b0fb3f3fc,non_ollama,3,27,none,,Các chỉ định đã được phê duyệt và hướng dẫn liều dùng là gì?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""C\u00e1c ch\u1ec9 \u0111\u1ecbnh \u0111\u00e3 \u0111\u01b0\u1ee3c ph\u00ea duy\u1ec7t v\u00e0 h\u01b0\u1edbng d\u1eabn li\u1ec1u d\u00f9ng l\u00e0 g\u00ec?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,7332e0bf3a3558cc,non_ollama,4,28,none,,Các thận trọng quan trọng trước khi dùng thuốc này là gì?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""C\u00e1c th\u1eadn tr\u1ecdng quan tr\u1ecdng tr\u01b0\u1edbc khi d\u00f9ng thu\u1ed1c n\u00e0y l\u00e0 g\u00ec?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,4d797decdb69f5e5,non_ollama,5,29,none,,"Trước khi dùng thuốc này, bệnh nhân cần lưu ý điều gì?",keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""Tr\u01b0\u1edbc khi d\u00f9ng thu\u1ed1c n\u00e0y, b\u1ec7nh nh\u00e2n c\u1ea7n l\u01b0u \u00fd \u0111i\u1ec1u g\u00ec?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,851fec078bfa8187,non_ollama,6,30,none,,Những đối tượng nào không nên dùng thuốc này?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""Nh\u1eefng \u0111\u1ed1i t\u01b0\u1ee3ng n\u00e0o kh\u00f4ng n\u00ean d\u00f9ng thu\u1ed1c n\u00e0y?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,36198770af5c803b,non_ollama,7,31,none,,Bệnh nhân nên tránh những gì khi đang dùng thuốc này?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""B\u1ec7nh nh\u00e2n n\u00ean tr\u00e1nh nh\u1eefng g\u00ec khi \u0111ang d\u00f9ng thu\u1ed1c n\u00e0y?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,17c8e8d55881ec93,non_ollama,8,32,none,,Các phản ứng có hại chính và biến cố bất lợi nghiêm trọng là gì?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""C\u00e1c ph\u1ea3n \u1ee9ng c\u00f3 h\u1ea1i ch\u00ednh v\u00e0 bi\u1ebfn c\u1ed1 b\u1ea5t l\u1ee3i nghi\u00eam tr\u1ecdng l\u00e0 g\u00ec?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,2312c7007cadc047,non_ollama,9,33,none,,"Có thận trọng nào cho bệnh nhi, người cao tuổi, phụ nữ mang thai hoặc cho con bú không?",keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""C\u00f3 th\u1eadn tr\u1ecdng n\u00e0o cho b\u1ec7nh nhi, ng\u01b0\u1eddi cao tu\u1ed5i, ph\u1ee5 n\u1eef mang thai ho\u1eb7c cho con b\u00fa kh\u00f4ng?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,0977927ecd14d91f,non_ollama,10,34,none,,"Hiển thị các trang nói về cảnh báo, chống chỉ định và thận trọng.",keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""Hi\u1ec3n th\u1ecb c\u00e1c trang n\u00f3i v\u1ec1 c\u1ea3nh b\u00e1o, ch\u1ed1ng ch\u1ec9 \u0111\u1ecbnh v\u00e0 th\u1eadn tr\u1ecdng."" --drug-name ""keytruda"" --json"
2026-03-29T17:00:27,queued,203cb3e1bca9b87c,non_ollama,11,44,none,,Hoạt chất và tá dược là gì?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""Ho\u1ea1t ch\u1ea5t v\u00e0 t\u00e1 d\u01b0\u1ee3c l\u00e0 g\u00ec?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,b6d96a135189a126,non_ollama,12,45,none,,Liệt kê đầy đủ thành phần định tính của sản phẩm.,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""Li\u1ec7t k\u00ea \u0111\u1ea7y \u0111\u1ee7 th\u00e0nh ph\u1ea7n \u0111\u1ecbnh t\u00ednh c\u1ee7a s\u1ea3n ph\u1ea9m."" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,17026cae815033da,non_ollama,13,46,none,,Thành phần định lượng trên mỗi đơn vị liều là gì?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""Th\u00e0nh ph\u1ea7n \u0111\u1ecbnh l\u01b0\u1ee3ng tr\u00ean m\u1ed7i \u0111\u01a1n v\u1ecb li\u1ec1u l\u00e0 g\u00ec?"" --drug-name ""keytruda"""
2026-03-29T17:00:27,queued,6c5cd229bcbb4a02,non_ollama,14,47,none,,Có những dạng bào chế và hàm lượng nào?,keytruda,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA_v1_vi\\pmda_fs_index_vi"" ""C\u00f3 nh\u1eefng d\u1ea1ng b\u00e0o ch\u1ebf v\u00e0 h\u00e0m l\u01b0\u1ee3ng n\u00e0o?"" --drug-name ""keytruda"""
